student_id,age,gender,attendance_rate,avg_test_score,assignments_submitted_pct,family_income_level,parental_education,study_hours_per_week,extracurricular,previous_semester_gpa,lms_login_frequency_per_week,dropout_risk
STU2236,24,Female,73.55,39.43,54.38,High,Postgraduate,4.54,No,1.48,4,1
STU2237,24,Female,79.03,90.46,100.0,High,Secondary,16.79,No,3.02,1,0
STU2238,18,Female,75.34,73.09,94.07,Medium,Graduate,14.32,Yes,3.07,2,0
STU2239,25,Female,57.67,59.06,81.97,Medium,Graduate,11.44,No,2.3,7,0
STU2240,23,Female,83.46,54.77,100.0,Medium,Secondary,7.53,No,2.79,5,1
STU2241,20,Female,81.4,77.09,68.81,Low,Graduate,16.21,Yes,1.86,7,0
STU2242,20,Female,71.61,76.6,87.23,High,Graduate,4.94,Yes,1.6,6,0
STU2243,24,Male,85.07,48.86,79.45,Low,Graduate,5.0,No,2.28,5,1
STU2244,20,Male,57.39,44.44,90.95,High,None,9.53,No,3.15,5,0
STU2245,22,Female,73.96,45.35,100.0,Medium,Postgraduate,0.0,Yes,2.54,5,1
STU2246,21,Female,78.39,56.57,85.98,Low,Secondary,4.8,Yes,2.25,3,0
STU2247,19,Male,51.98,52.58,95.84,Medium,Graduate,8.82,Yes,2.87,3,0
STU2248,18,Male,77.14,94.13,63.99,Medium,Graduate,7.69,Yes,1.87,6,0
STU2249,25,Male,89.0,55.93,70.88,Low,Secondary,5.06,No,1.62,9,0
STU2250,25,Male,73.45,42.51,100.0,Medium,Graduate,20.18,No,2.32,0,1
STU2251,17,Female,77.49,43.52,86.94,Medium,Postgraduate,16.82,No,1.92,12,0
STU2252,19,Male,86.44,61.69,79.97,Medium,Secondary,18.57,No,1.65,7,0
STU2253,24,Female,72.18,32.2,59.94,Low,Secondary,9.5,Yes,3.32,6,1
STU2254,22,Female,73.53,63.92,94.33,Low,Postgraduate,7.56,No,4.0,1,1
STU2255,21,Female,60.35,40.95,59.37,High,Secondary,18.01,No,1.36,2,1
STU2256,21,Male,77.78,85.85,53.48,Medium,None,10.43,No,2.27,6,0
STU2257,22,Male,72.98,67.1,77.3,Medium,Postgraduate,4.7,No,2.74,5,0
STU2258,23,Female,85.49,100.0,26.95,High,Graduate,5.04,No,1.22,1,0
STU2259,17,Female,86.45,60.89,87.22,Low,Postgraduate,8.38,No,2.42,2,0
STU2260,25,Female,89.87,8.63,82.54,Medium,None,9.89,Yes,2.48,2,1
STU2261,19,Male,70.38,91.24,67.94,High,Secondary,10.41,Yes,2.98,2,0
STU2262,20,Female,45.35,74.03,69.76,Medium,None,9.08,No,1.98,5,1
STU2263,17,Male,89.12,76.82,72.61,Low,Graduate,21.7,No,2.15,1,0
STU2264,19,Female,84.47,46.95,59.22,Low,Graduate,3.23,No,3.38,7,1
STU2265,18,Female,68.47,64.23,78.69,Medium,Secondary,13.36,Yes,2.94,0,0
STU2266,18,Female,86.32,68.36,70.01,Low,None,7.61,Yes,3.18,7,0
STU2267,17,Male,56.27,60.72,77.25,High,Graduate,9.81,No,1.2,14,0
STU2268,24,Male,93.45,33.78,71.89,Low,Graduate,14.7,No,2.07,7,0
STU2269,19,Female,73.0,100.0,67.95,Low,None,1.09,Yes,3.81,3,0
STU2270,19,Male,65.57,80.04,80.57,Low,Postgraduate,5.27,No,2.53,3,0
STU2271,22,Female,68.67,72.57,90.62,Medium,Secondary,9.33,No,2.5,1,0
STU2272,24,Male,74.53,88.65,64.5,High,Graduate,17.38,Yes,2.53,8,0
STU2273,25,Male,77.82,76.6,82.91,Medium,Graduate,17.35,No,3.86,5,0
STU2274,25,Male,78.72,52.81,85.39,High,Graduate,16.39,Yes,2.0,0,0
STU2275,20,Female,71.56,87.5,49.32,Low,Secondary,0.0,No,3.14,0,1
STU2276,21,Male,81.0,80.34,94.53,Low,Secondary,4.75,No,2.81,0,0
STU2277,18,Male,78.12,53.49,100.0,High,Graduate,4.96,Yes,1.51,7,0
STU2278,25,Female,68.29,79.22,73.24,High,Secondary,9.72,No,2.36,1,0
STU2279,24,Female,66.03,60.67,71.58,High,Graduate,0.73,No,1.93,7,1
STU2280,19,Female,87.13,68.75,70.74,Medium,Postgraduate,15.49,No,1.58,3,0
STU2281,25,Female,85.86,75.79,87.41,Medium,Postgraduate,0.03,No,3.56,7,0
STU2282,19,Male,78.86,89.63,85.22,Low,Secondary,15.16,No,1.62,4,0
STU2283,25,Male,91.86,53.37,43.19,High,Graduate,14.35,Yes,3.2,7,0
STU2284,18,Male,48.58,71.57,57.68,Low,Postgraduate,4.53,Yes,1.91,2,0
STU2285,25,Male,69.53,100.0,85.15,Medium,Secondary,16.31,No,3.69,2,0
STU2286,24,Male,60.66,61.83,72.1,Medium,Secondary,8.33,Yes,2.26,3,0
STU2287,25,Female,100.0,68.54,51.68,Low,None,7.04,No,2.87,7,0
STU2288,21,Male,88.7,100.0,100.0,High,None,7.89,No,2.15,1,0
STU2289,18,Male,76.81,76.47,59.01,Low,Graduate,8.32,No,0.87,3,0
STU2290,24,Male,89.77,38.47,75.72,Medium,Graduate,8.78,No,1.27,4,1
STU2291,22,Female,94.74,50.68,71.57,Medium,Graduate,8.9,Yes,1.08,6,1
STU2292,24,Female,94.58,77.41,53.43,Medium,Graduate,5.55,No,2.8,3,0
STU2293,21,Male,91.83,72.61,78.7,Medium,Graduate,6.71,No,2.58,6,0
STU2294,18,Female,74.06,67.93,82.84,Low,Graduate,7.14,Yes,3.08,2,0
STU2295,22,Female,70.48,100.0,65.65,Medium,None,18.36,Yes,2.06,7,0
STU2296,21,Female,63.57,53.89,68.28,Medium,Graduate,7.14,No,0.86,7,1
STU2297,21,Female,85.54,63.66,87.01,Medium,Secondary,6.82,Yes,3.64,3,0
STU2298,17,Female,75.62,29.66,35.5,Low,Graduate,17.58,No,3.39,7,1
STU2299,18,Female,71.72,85.89,58.1,Low,None,8.39,No,2.9,1,0
STU2300,24,Female,70.94,50.62,79.27,Low,Postgraduate,5.55,No,3.49,5,0
STU2301,19,Male,99.75,84.03,64.47,Medium,Postgraduate,4.47,No,2.52,2,0
STU2302,19,Male,92.29,82.14,64.18,Low,Secondary,2.9,Yes,2.81,5,0
STU2303,24,Female,100.0,100.0,93.03,High,Graduate,12.71,No,2.04,4,0
STU2304,24,Male,85.94,76.69,62.33,Medium,Graduate,0.98,No,1.74,2,0
STU2305,18,Male,78.85,58.59,100.0,Medium,Secondary,16.73,Yes,1.34,0,0
STU2306,24,Female,77.62,73.17,39.91,High,Secondary,9.54,No,2.0,4,0
STU2307,17,Male,62.7,51.33,30.76,Low,Graduate,7.81,No,4.0,8,1
STU2308,22,Female,59.08,70.74,92.58,High,None,8.86,Yes,1.38,5,0
STU2309,24,Female,85.61,61.38,55.32,Medium,Secondary,12.32,No,1.85,0,1
STU2310,19,Female,63.98,63.73,55.66,High,Secondary,7.65,No,2.69,4,0
STU2311,24,Male,81.17,48.83,94.69,High,Secondary,9.04,No,4.0,8,0
STU2312,17,Male,94.73,70.41,65.05,Low,Secondary,15.27,Yes,1.76,4,0
STU2313,25,Male,68.02,79.84,93.21,Medium,Secondary,11.73,No,2.1,2,0
STU2314,25,Male,100.0,35.26,62.79,Medium,Secondary,3.75,No,3.14,10,1
STU2315,21,Female,63.14,52.61,82.25,Medium,Secondary,6.46,No,3.09,1,0
STU2316,20,Female,92.85,68.02,64.77,Low,Graduate,1.09,No,2.04,4,1
STU2317,22,Male,84.37,22.75,56.6,Low,Postgraduate,13.08,No,1.93,3,1
STU2318,23,Female,95.91,96.32,100.0,Medium,None,13.61,Yes,2.96,6,0
STU2319,21,Female,61.26,52.2,97.33,Medium,Graduate,5.33,No,2.36,6,1
STU2320,25,Male,100.0,48.11,60.47,High,Secondary,21.52,Yes,2.83,2,0
STU2321,19,Female,75.32,61.27,71.43,Medium,Graduate,22.19,Yes,2.46,2,1
STU2322,23,Male,88.15,67.47,100.0,Medium,Secondary,10.11,Yes,2.88,5,0
STU2323,21,Female,99.67,51.38,55.24,Low,Graduate,6.01,No,2.96,5,1
STU2324,23,Male,68.93,82.65,56.32,Low,Graduate,11.37,No,1.04,4,0
STU2325,18,Female,90.39,72.19,84.4,Medium,Secondary,5.89,Yes,2.23,4,0
STU2326,20,Female,66.43,49.93,100.0,High,Secondary,14.75,Yes,2.87,1,0
STU2327,18,Male,98.95,55.6,76.08,Medium,Graduate,10.83,Yes,3.25,10,1
STU2328,23,Male,66.6,37.7,96.0,Medium,Secondary,11.19,No,2.33,6,1
STU2329,18,Male,78.58,42.44,54.65,High,Secondary,18.8,No,1.12,5,1
STU2330,17,Male,82.59,71.98,82.22,High,None,6.9,No,3.6,7,0
STU2331,25,Female,89.76,50.12,67.81,Low,Secondary,7.11,No,3.28,4,0
STU2332,17,Female,100.0,97.48,100.0,Low,Secondary,14.29,No,2.68,2,0
STU2333,24,Male,71.22,66.28,100.0,Low,Secondary,7.89,Yes,2.23,6,0
STU2334,18,Female,95.08,40.65,100.0,Medium,Secondary,18.02,Yes,3.08,5,1
STU2335,24,Male,100.0,44.42,61.09,High,None,15.0,Yes,2.24,10,1
STU2336,19,Male,80.49,83.95,75.71,Low,Graduate,8.14,No,3.3,2,0
STU2337,22,Female,69.75,63.62,82.5,Low,Graduate,0.94,No,4.0,2,0
STU2338,19,Female,52.05,82.86,61.87,High,Postgraduate,2.74,Yes,2.21,11,1
STU2339,23,Male,100.0,58.4,77.62,Medium,Postgraduate,7.59,Yes,3.22,8,0
STU2340,25,Male,74.33,54.92,93.18,High,Postgraduate,12.02,No,2.08,6,0
STU2341,18,Male,62.98,85.15,63.99,Medium,Graduate,15.51,Yes,3.42,2,0
STU2342,21,Female,57.63,49.55,60.93,Medium,Graduate,8.91,Yes,2.4,6,1
STU2343,22,Female,62.95,73.8,59.61,Low,None,5.56,No,3.76,1,1
STU2344,20,Female,91.8,61.19,48.13,Low,Graduate,9.3,No,2.38,3,1
STU2345,20,Female,93.87,80.82,92.08,Medium,None,10.1,No,1.88,1,0
STU2346,20,Male,87.78,97.73,60.89,Medium,Graduate,16.52,No,2.33,2,0
STU2347,18,Male,79.99,57.94,58.78,Low,Secondary,16.25,No,2.42,1,0
STU2348,20,Male,59.32,55.15,85.58,High,Graduate,4.99,Yes,2.79,7,1
STU2349,17,Male,67.05,76.98,74.79,Low,None,12.27,No,2.34,10,0
STU2350,22,Male,61.4,45.52,64.49,Medium,Secondary,5.73,No,2.8,7,1
STU2351,17,Male,86.59,94.1,91.21,Low,Secondary,5.87,No,2.81,7,0
STU2352,22,Female,62.05,91.03,63.69,High,Secondary,15.19,No,2.26,3,1
STU2353,17,Female,67.29,47.02,31.46,Low,Secondary,9.0,Yes,2.86,5,1
STU2354,22,Male,75.25,36.5,100.0,Medium,None,13.2,No,2.13,1,0
STU2355,24,Male,52.95,44.11,58.44,Low,Secondary,12.67,Yes,4.0,1,1
STU2356,18,Female,78.7,44.38,60.62,Medium,Secondary,9.6,Yes,2.84,0,1
STU2357,18,Female,76.39,79.43,60.71,Medium,Graduate,11.66,No,3.09,1,0
STU2358,20,Female,95.76,92.89,76.19,Low,Secondary,11.02,No,2.44,7,0
STU2359,19,Female,65.7,79.22,69.52,Low,Secondary,4.25,No,2.02,7,1
STU2360,20,Male,58.51,60.75,94.76,High,Postgraduate,12.44,No,3.27,2,0
STU2361,23,Male,72.39,71.16,100.0,High,Graduate,6.47,No,2.86,5,0
STU2362,17,Male,61.53,49.34,61.42,Low,Secondary,4.65,No,0.51,8,1
STU2363,22,Male,78.59,84.75,56.24,Low,Secondary,14.27,No,4.0,4,0
STU2364,19,Male,50.1,72.78,64.56,Low,Graduate,7.04,Yes,3.19,2,0
STU2365,23,Female,68.92,78.92,83.78,Low,Secondary,15.55,No,2.3,3,0
STU2366,18,Male,64.07,51.9,72.67,High,Secondary,15.49,No,3.08,9,0
STU2367,18,Female,86.52,61.97,64.99,Medium,Graduate,7.62,Yes,2.94,4,0
STU2368,20,Male,65.84,78.05,49.06,Medium,None,15.34,No,3.0,11,0
STU2369,17,Male,51.96,90.98,30.82,High,Graduate,8.05,No,1.9,2,1
STU2370,19,Male,74.97,54.05,54.91,Medium,Secondary,9.66,No,2.66,3,1
STU2371,25,Male,82.8,79.05,100.0,Medium,Graduate,12.47,No,2.84,0,0
STU2372,23,Male,73.93,52.18,83.72,Low,Graduate,20.2,Yes,3.59,8,0
STU2373,23,Female,68.83,100.0,71.17,Medium,Secondary,14.7,No,2.68,5,0
STU2374,20,Female,67.93,57.53,89.6,Medium,Graduate,9.71,No,2.94,2,1
STU2375,18,Female,79.69,76.58,49.24,Low,Postgraduate,10.52,Yes,1.87,3,0
STU2376,20,Male,64.66,67.98,76.14,Low,Secondary,2.08,No,2.65,6,1
STU2377,22,Male,73.07,100.0,39.27,Low,Postgraduate,15.02,Yes,3.29,2,0
STU2378,19,Female,89.26,69.14,81.92,Low,None,14.49,No,2.05,6,1
STU2379,17,Male,58.48,55.73,80.19,Medium,Graduate,11.42,No,2.29,7,1
STU2380,24,Male,77.34,76.51,80.67,Medium,Secondary,13.59,No,1.83,3,0
STU2381,21,Female,51.17,76.11,98.35,Medium,Secondary,0.0,No,1.52,0,0
STU2382,21,Male,81.42,62.17,90.52,Low,Secondary,4.59,No,1.91,4,0
STU2383,20,Female,63.32,45.29,50.82,Medium,Secondary,19.01,Yes,3.05,3,0
STU2384,22,Male,93.29,55.5,98.65,Low,Secondary,8.71,No,2.4,1,0
STU2385,19,Female,55.85,80.87,70.81,Medium,Postgraduate,13.79,Yes,1.91,6,0
STU2386,25,Male,84.63,33.55,35.6,Medium,Graduate,6.27,Yes,4.0,6,0
STU2387,21,Male,96.32,60.54,72.82,Low,None,7.79,No,2.04,5,0
STU2388,19,Female,62.54,82.91,87.94,Medium,None,19.27,No,3.1,3,0
STU2389,17,Male,65.07,63.32,54.72,Medium,Graduate,9.21,Yes,2.87,5,1
STU2390,22,Male,63.84,100.0,100.0,Low,Secondary,12.62,Yes,2.8,3,0
STU2391,18,Female,70.71,33.6,56.53,Low,Secondary,10.65,No,1.14,7,0
STU2392,19,Male,85.76,47.7,65.38,High,Secondary,11.23,Yes,3.62,3,1
STU2393,17,Female,69.49,23.34,61.71,Low,Secondary,11.06,Yes,2.86,4,1
STU2394,25,Male,61.19,100.0,40.82,High,Secondary,0.11,Yes,3.34,4,0
STU2395,24,Male,47.72,47.99,55.14,Medium,Graduate,12.39,Yes,3.51,14,1
STU2396,18,Male,100.0,29.24,60.76,Low,Graduate,7.31,No,3.97,1,0
STU2397,24,Male,100.0,53.99,72.4,Low,None,18.9,No,1.8,3,0
STU2398,25,Female,86.4,39.93,14.97,Medium,Postgraduate,6.14,No,2.02,0,1
STU2399,17,Male,65.84,54.11,89.33,Medium,Graduate,7.64,Yes,2.13,5,1
STU2400,21,Female,89.22,65.74,89.13,Medium,Secondary,22.23,Yes,1.91,10,0
STU2401,24,Male,92.23,79.49,98.63,High,Secondary,13.62,Yes,3.66,4,0
STU2402,18,Male,74.19,61.86,45.17,High,None,5.08,Yes,1.8,3,1
STU2403,20,Male,78.62,65.46,69.14,Low,Secondary,10.88,Yes,2.3,4,0
STU2404,23,Male,96.48,54.53,93.83,High,None,3.9,Yes,1.29,8,0
STU2405,19,Female,53.39,37.79,95.55,High,Secondary,11.29,Yes,3.19,9,0
STU2406,21,Female,92.98,31.76,100.0,High,None,5.98,No,2.5,1,0
STU2407,24,Female,73.36,58.44,77.05,Medium,Graduate,19.32,Yes,3.31,6,0
STU2408,19,Female,61.31,66.52,73.88,Medium,Graduate,12.1,Yes,3.16,4,0
STU2409,20,Male,62.55,57.1,43.84,Medium,Secondary,12.64,Yes,1.29,9,1
STU2410,25,Female,65.03,32.43,96.3,Low,Graduate,14.75,Yes,2.75,11,1
STU2411,23,Female,59.85,68.63,65.79,High,Postgraduate,15.31,No,1.73,10,0
STU2412,17,Male,100.0,94.33,75.68,Low,Graduate,6.55,Yes,2.71,2,0
STU2413,20,Male,85.37,62.94,74.34,Low,Secondary,10.47,Yes,2.13,2,0
STU2414,20,Male,93.97,54.57,27.11,High,Secondary,7.77,Yes,4.0,10,1
STU2415,25,Male,86.44,63.91,58.77,Low,Graduate,20.47,Yes,4.0,4,1
STU2416,22,Female,78.92,45.12,84.08,High,None,0.0,No,2.4,2,1
STU2417,25,Female,79.12,43.96,74.03,Medium,Secondary,7.12,No,2.68,0,1
STU2418,22,Male,72.04,73.13,84.24,Low,Graduate,9.6,Yes,0.77,5,0
STU2419,22,Male,73.26,82.83,90.68,Medium,Graduate,10.68,No,1.28,3,0
STU2420,21,Male,56.88,62.35,58.54,Medium,Graduate,10.58,Yes,2.91,6,1
STU2421,21,Female,94.23,29.47,64.7,Medium,Secondary,9.77,Yes,2.57,5,0
STU2422,18,Female,50.8,71.36,72.18,High,None,9.19,Yes,2.94,1,0
STU2423,24,Male,62.12,100.0,90.47,High,Postgraduate,11.21,No,1.96,2,0
STU2424,24,Male,100.0,60.61,70.32,Low,None,12.31,Yes,2.84,7,0
STU2425,17,Female,80.04,61.8,39.38,Low,None,18.95,No,0.58,8,1
STU2426,24,Male,80.67,49.29,71.04,High,Secondary,18.91,No,2.11,3,0
STU2427,21,Male,87.56,73.66,89.67,Medium,Graduate,11.5,Yes,2.97,5,0
STU2428,18,Female,54.89,52.92,100.0,Low,Graduate,7.52,No,3.96,1,1
STU2429,18,Male,57.09,83.39,80.61,High,Postgraduate,7.87,No,2.51,4,0
STU2430,22,Female,71.33,53.16,45.28,High,None,3.43,No,3.07,8,1
STU2431,25,Male,64.45,71.15,66.87,Medium,Secondary,14.77,No,2.06,10,0
STU2432,17,Male,76.88,64.17,84.5,Medium,Secondary,9.78,Yes,2.95,4,0
STU2433,22,Female,85.28,92.99,92.32,Medium,Graduate,12.19,Yes,2.2,4,0
STU2434,25,Female,98.84,72.37,85.14,Medium,Secondary,11.67,Yes,4.0,0,0
STU2435,24,Male,90.17,89.97,69.97,High,None,6.51,No,2.34,3,0
STU2436,22,Female,63.09,66.96,92.17,High,Graduate,5.89,No,2.46,4,0
STU2437,19,Male,72.38,61.93,62.19,Medium,Secondary,7.74,No,3.22,4,0
STU2438,24,Male,68.3,64.31,78.69,Medium,Secondary,12.43,No,3.0,3,1
STU2439,25,Female,62.75,51.11,90.0,High,Graduate,9.6,Yes,2.31,8,1
STU2440,17,Male,59.34,74.57,86.53,Low,Secondary,1.17,No,2.93,6,1
STU2441,25,Male,100.0,52.57,86.98,Low,Secondary,4.88,No,1.76,4,0
STU2442,22,Female,78.16,67.02,86.48,High,Secondary,8.66,No,2.78,7,0
STU2443,22,Female,74.64,80.39,54.03,Low,Secondary,9.85,No,3.04,4,0
STU2444,20,Male,85.26,93.5,75.35,Low,None,12.58,No,2.26,9,0
STU2445,17,Female,86.01,67.93,56.82,Low,Graduate,10.2,No,2.3,2,1
STU2446,24,Female,94.78,80.5,69.21,Medium,Secondary,8.19,No,2.1,5,0
STU2447,18,Female,66.85,78.35,51.62,Low,Postgraduate,8.01,No,1.45,0,0
STU2448,17,Female,84.04,58.12,81.9,Low,Secondary,11.01,Yes,2.93,3,0
STU2449,18,Male,64.33,100.0,35.7,High,Secondary,12.09,No,2.22,5,0
STU2450,17,Male,75.15,54.63,87.35,Medium,Secondary,8.35,Yes,3.05,4,1
STU2451,17,Male,78.85,66.64,75.31,Medium,Graduate,4.61,No,2.45,1,0
STU2452,25,Female,80.32,91.17,100.0,Low,Secondary,9.51,Yes,3.09,2,0
STU2453,17,Female,79.65,90.73,70.91,Medium,Graduate,6.75,No,1.23,1,0
STU2454,20,Female,90.03,65.26,70.9,Medium,Graduate,11.44,No,1.68,4,0
STU2455,22,Female,69.05,82.83,88.65,Medium,Postgraduate,17.4,Yes,1.93,7,0
STU2456,23,Female,80.73,60.97,72.07,Low,Graduate,3.24,Yes,3.56,3,1
STU2457,18,Female,66.62,56.2,80.5,Medium,None,15.75,No,2.92,10,0
STU2458,22,Female,100.0,43.17,94.89,High,Graduate,12.35,No,2.39,5,1
STU2459,23,Male,64.31,78.03,69.65,Medium,Postgraduate,15.51,Yes,2.22,0,0
STU2460,18,Male,67.49,79.93,98.91,Medium,Postgraduate,7.82,Yes,3.08,5,0
STU2461,18,Female,91.24,54.78,41.42,Medium,None,2.77,No,2.13,4,1
STU2462,23,Female,71.56,69.83,100.0,Medium,Graduate,10.9,No,3.19,9,1
STU2463,17,Female,91.25,100.0,39.24,Medium,Secondary,17.0,Yes,2.43,4,0
STU2464,24,Male,80.3,85.64,100.0,Low,Secondary,4.7,No,3.63,4,0
STU2465,19,Male,71.95,48.77,37.67,Medium,Graduate,5.45,No,1.84,11,1
STU2466,22,Female,66.71,83.03,100.0,High,Postgraduate,12.94,Yes,2.5,0,0
STU2467,25,Female,66.17,48.86,78.22,Medium,Graduate,7.44,No,1.86,3,1
STU2468,22,Male,72.12,12.89,56.1,Low,Graduate,18.33,Yes,3.9,5,0
STU2469,25,Male,75.38,64.63,100.0,Low,None,13.26,Yes,2.62,3,1
STU2470,23,Male,65.52,93.14,53.22,Medium,None,6.4,Yes,1.79,0,1
STU2471,25,Male,76.36,90.15,70.45,High,Graduate,7.18,No,1.88,6,0
STU2472,18,Female,61.59,71.79,100.0,Medium,Secondary,7.37,No,3.01,3,1
STU2473,24,Male,89.34,55.25,82.91,Medium,Graduate,9.79,No,1.15,4,0
STU2474,24,Male,92.21,73.76,34.48,Low,Secondary,11.52,Yes,2.46,8,0
STU2475,18,Female,67.44,60.16,69.53,Medium,Secondary,11.16,Yes,1.92,5,0
STU2476,20,Male,66.6,55.75,67.76,Medium,Secondary,4.38,No,2.47,3,1
STU2477,23,Male,80.67,84.12,78.77,High,Secondary,14.51,Yes,2.68,6,0
STU2478,20,Male,96.98,55.53,74.11,Low,Postgraduate,8.55,Yes,2.52,3,0
STU2479,20,Female,100.0,85.29,85.92,Medium,Secondary,5.36,No,2.39,4,0
STU2480,22,Male,56.96,54.34,44.44,Medium,Secondary,7.68,No,2.73,7,1
STU2481,22,Female,93.09,100.0,64.04,Medium,Graduate,15.07,Yes,4.0,3,0
STU2482,19,Female,77.08,35.47,81.24,High,Secondary,10.95,No,3.62,6,1
STU2483,25,Male,77.37,47.78,59.76,Low,Graduate,11.39,Yes,2.33,4,1
STU2484,18,Male,85.57,62.2,96.92,Low,None,4.15,No,3.18,3,0
STU2485,22,Male,70.79,29.29,60.16,Medium,Secondary,10.66,No,3.14,3,1
STU2486,23,Male,94.45,18.72,77.87,Medium,Postgraduate,14.99,No,2.3,3,0
STU2487,25,Female,99.36,29.44,72.9,Low,Graduate,0.99,No,2.57,5,1
STU2488,19,Male,99.92,59.74,54.71,Medium,Secondary,8.06,Yes,3.03,4,1
STU2489,19,Male,50.34,60.2,76.21,Medium,Graduate,13.12,Yes,2.02,9,0
STU2490,23,Male,74.56,70.99,48.76,High,Postgraduate,10.79,Yes,2.41,2,0
STU2491,20,Female,48.97,61.45,66.13,Low,Secondary,4.91,No,2.44,6,1
STU2492,24,Male,66.52,70.39,75.61,High,None,11.99,No,2.38,8,1
STU2493,23,Male,42.04,56.9,46.45,Low,Secondary,4.16,No,2.35,10,1
STU2494,21,Female,84.75,77.87,87.47,Low,None,5.66,No,2.95,2,0
STU2495,23,Female,81.29,75.7,80.21,Low,Secondary,6.19,Yes,2.62,8,0
STU2496,19,Male,71.51,59.12,85.64,High,Graduate,17.72,No,3.11,5,1
STU2497,18,Male,66.13,74.59,75.05,Low,None,1.65,Yes,4.0,8,1
STU2498,22,Male,82.71,61.57,51.99,Medium,Graduate,2.02,Yes,2.17,3,1
STU2499,18,Male,62.83,37.6,75.0,Medium,Secondary,11.42,No,2.77,4,1
STU2500,19,Male,61.81,81.28,87.46,High,Graduate,10.52,No,3.01,3,0
STU2501,22,Female,59.96,48.68,51.19,High,Graduate,7.65,Yes,3.47,3,1
STU2502,21,Female,74.94,81.09,52.78,Medium,Secondary,10.07,No,2.95,5,0
STU2503,24,Male,69.27,70.83,70.08,High,None,4.68,No,1.73,12,0
STU2504,25,Male,72.24,63.48,67.57,Medium,None,10.46,Yes,2.07,7,1
STU2505,19,Female,85.83,31.21,74.68,High,Graduate,11.05,No,2.72,3,0
STU2506,19,Male,92.45,92.72,69.17,Low,Secondary,16.07,Yes,2.05,4,0
STU2507,19,Male,99.76,58.46,78.2,Low,None,19.54,Yes,1.42,6,0
STU2508,22,Male,78.9,76.42,99.44,Medium,Postgraduate,8.66,Yes,1.95,4,0
STU2509,17,Male,83.21,62.95,85.77,Medium,Postgraduate,3.63,Yes,1.96,4,0
STU2510,23,Male,80.83,60.11,76.12,Medium,Secondary,11.92,No,1.79,1,0
STU2511,17,Female,52.89,68.47,52.87,Medium,None,9.33,No,4.0,4,1
STU2512,21,Male,72.45,65.48,60.56,Medium,Graduate,9.11,Yes,2.85,0,1
STU2513,24,Male,72.52,60.19,91.83,Medium,Graduate,1.94,Yes,2.69,0,0
STU2514,20,Male,70.34,64.0,65.63,Low,None,10.49,Yes,3.34,3,0
STU2515,21,Female,77.39,72.69,55.64,High,None,12.11,No,4.0,6,0
STU2516,20,Female,74.71,73.96,100.0,High,Graduate,14.97,Yes,2.91,9,0
STU2517,20,Female,63.21,65.78,100.0,High,Postgraduate,7.47,No,3.41,6,0
STU2518,24,Female,75.73,76.18,72.51,Medium,Graduate,5.87,No,2.2,6,0
STU2519,18,Male,68.41,57.37,53.35,Medium,Secondary,7.43,No,1.87,5,1
STU2520,17,Female,38.71,100.0,89.47,High,Secondary,14.67,No,3.33,7,0
STU2521,19,Male,57.04,91.74,65.2,High,Graduate,16.93,Yes,3.31,5,0
STU2522,25,Male,79.33,78.72,92.77,Medium,Secondary,15.6,No,3.24,6,0
STU2523,20,Female,94.38,30.05,65.22,Medium,Secondary,13.24,Yes,2.7,0,0
STU2524,21,Female,41.59,75.91,100.0,Medium,Secondary,9.84,Yes,1.98,5,0
STU2525,18,Female,64.94,58.94,64.63,Medium,Secondary,10.62,No,2.22,5,1
STU2526,20,Female,84.47,47.38,100.0,Low,Secondary,11.35,No,3.52,3,0
STU2527,18,Female,91.17,58.48,78.9,Medium,Graduate,8.74,No,2.13,3,0
STU2528,18,Male,71.7,49.38,100.0,High,Graduate,14.45,Yes,2.75,0,1
STU2529,20,Female,67.76,74.12,64.2,Medium,Postgraduate,1.74,No,1.98,6,0
STU2530,22,Female,96.3,94.09,48.77,Medium,Graduate,2.66,Yes,2.45,5,0
STU2531,23,Female,89.94,79.87,28.88,Medium,Secondary,1.73,Yes,1.74,5,0
STU2532,19,Male,90.88,100.0,100.0,High,Secondary,5.99,Yes,2.54,5,0
STU2533,19,Female,70.98,37.03,76.36,Medium,Secondary,16.73,No,2.22,1,1
STU2534,22,Male,94.71,55.89,50.05,Medium,None,4.06,No,1.23,10,0
STU2535,19,Female,48.82,48.03,100.0,Medium,Postgraduate,4.24,No,3.12,7,1
STU2536,18,Female,94.97,87.13,98.12,Medium,None,5.87,Yes,3.09,6,0
STU2537,24,Male,77.0,61.03,100.0,Medium,Secondary,15.54,Yes,2.64,9,0
STU2538,21,Female,79.93,68.41,48.2,Medium,Graduate,17.18,Yes,1.7,5,1
STU2539,17,Male,63.82,76.41,99.93,Medium,Secondary,15.08,No,1.71,4,0
STU2540,19,Male,50.79,38.81,82.68,Medium,Graduate,15.39,No,4.0,5,1
STU2541,24,Male,79.62,53.82,100.0,Low,Secondary,18.26,No,0.5,9,0
STU2542,20,Female,86.27,82.95,85.85,Low,Secondary,1.02,No,1.73,2,0
STU2543,23,Female,88.54,55.13,78.46,Low,Secondary,3.88,Yes,4.0,9,1
STU2544,18,Female,86.92,34.15,100.0,High,Postgraduate,6.5,Yes,4.0,0,0
STU2545,23,Male,83.52,48.76,92.04,Low,Secondary,10.52,No,3.96,6,0
