matric_percentage,science_aptitude,extracurricular_score,city_tier,recommended_field,college_tier
74.42,0.465,52.4,Rural,Computer Science,Mid-Tier College
55.55,0.681,60.7,Rural,Commerce,Standard College
45.51,0.276,60.1,Rural,Arts/Humanities,Standard College
54.21,0.817,49.5,Metro,Arts/Humanities,Standard College
72.88,0.645,82.0,Rural,Computer Science,Mid-Tier College
80.99,0.654,65.2,Urban,Pre-Engineering,Top-Tier Government College
95.9,0.779,62.5,Urban,Pre-Medical,Top-Tier Government College
45.55,0.329,36.0,Urban,Arts/Humanities,Standard College
68.36,0.973,51.4,Urban,Commerce,Mid-Tier College
63.42,0.066,39.6,Rural,Arts/Humanities,Standard College
60.64,0.004,89.5,Metro,Arts/Humanities,Standard College
69.28,0.647,57.2,Metro,Commerce,Mid-Tier College
63.1,0.888,35.3,Metro,Commerce,Standard College
62.8,0.359,66.6,Rural,Arts/Humanities,Mid-Tier College
56.71,0.62,71.3,Metro,Commerce,Mid-Tier College
73.39,0.873,38.9,Urban,Computer Science,Mid-Tier College
83.95,0.444,53.3,Urban,Computer Science,Top-Tier Government College
93.19,0.541,98.1,Metro,Pre-Medical,Top-Tier Government College
58.64,0.913,50.8,Metro,Arts/Humanities,Standard College
50.19,0.882,56.8,Urban,Commerce,Standard College
62.86,0.362,100.0,Metro,Commerce,Standard College
53.69,0.136,49.9,Metro,Arts/Humanities,Standard College
83.52,0.451,27.2,Metro,Pre-Engineering,Top-Tier Government College
53.94,0.401,31.7,Urban,Arts/Humanities,Standard College
68.24,0.826,52.7,Urban,Computer Science,Mid-Tier College
45.56,0.242,65.0,Metro,Arts/Humanities,Mid-Tier College
61.46,0.533,33.1,Metro,Commerce,Standard College
70.11,0.769,10.6,Metro,Computer Science,Mid-Tier College
91.52,0.998,61.0,Urban,Pre-Medical,Top-Tier Government College
55.97,0.517,45.8,Urban,Commerce,Standard College
72.96,0.408,40.3,Rural,Commerce,Mid-Tier College
33.8,0.445,32.8,Urban,Arts/Humanities,Standard College
47.72,0.541,71.5,Urban,Arts/Humanities,Standard College
54.0,0.828,46.7,Urban,Commerce,Standard College
59.05,0.219,24.5,Urban,Arts/Humanities,Standard College
73.92,0.976,30.6,Metro,Commerce,Mid-Tier College
77.13,0.855,41.1,Metro,Computer Science,Top-Tier Government College
41.28,0.188,21.7,Urban,Arts/Humanities,Standard College
75.49,0.048,39.8,Metro,Commerce,Mid-Tier College
49.16,0.027,72.1,Urban,Arts/Humanities,Standard College
96.37,0.9,66.3,Urban,Pre-Medical,Top-Tier Government College
72.01,0.003,69.2,Urban,Commerce,Mid-Tier College
69.44,0.228,68.9,Metro,Computer Science,Mid-Tier College
64.16,0.678,52.8,Urban,Commerce,Mid-Tier College
66.46,0.96,57.1,Urban,Commerce,Mid-Tier College
67.02,0.1,16.3,Rural,Computer Science,Mid-Tier College
55.93,0.495,64.5,Rural,Commerce,Mid-Tier College
78.92,0.69,62.0,Rural,Computer Science,Mid-Tier College
71.3,0.716,54.5,Metro,Computer Science,Mid-Tier College
78.97,0.37,54.3,Urban,Pre-Engineering,Top-Tier Government College
66.0,0.522,29.0,Metro,Computer Science,Mid-Tier College
77.86,0.872,40.7,Urban,Commerce,Mid-Tier College
54.86,1.0,19.4,Rural,Arts/Humanities,Mid-Tier College
100.0,0.495,40.6,Metro,Pre-Engineering,Top-Tier Government College
55.62,0.743,44.9,Urban,Commerce,Mid-Tier College
59.85,0.674,37.4,Urban,Arts/Humanities,Standard College
82.37,0.549,72.3,Rural,Computer Science,Top-Tier Government College
86.71,0.483,33.7,Metro,Pre-Engineering,Top-Tier Government College
54.25,0.821,56.3,Rural,Commerce,Standard College
40.37,0.666,53.8,Metro,Arts/Humanities,Standard College
44.61,0.793,46.5,Rural,Arts/Humanities,Standard College
51.08,0.622,60.7,Metro,Arts/Humanities,Mid-Tier College
54.42,0.057,57.5,Metro,Commerce,Standard College
64.34,0.415,42.6,Metro,Commerce,Mid-Tier College
83.44,0.405,75.3,Metro,Computer Science,Top-Tier Government College
84.24,0.036,47.2,Metro,Computer Science,Mid-Tier College
57.19,0.693,62.0,Urban,Commerce,Standard College
75.59,0.791,29.9,Rural,Commerce,Top-Tier Government College
81.06,0.544,32.3,Metro,Pre-Engineering,Top-Tier Government College
89.42,0.715,53.3,Metro,Pre-Medical,Top-Tier Government College
64.4,0.332,94.6,Urban,Commerce,Mid-Tier College
55.05,0.715,25.5,Urban,Arts/Humanities,Standard College
78.93,0.521,27.0,Urban,Pre-Engineering,Mid-Tier College
91.18,0.044,35.2,Urban,Pre-Engineering,Top-Tier Government College
58.55,0.715,41.5,Urban,Arts/Humanities,Mid-Tier College
98.11,0.552,51.3,Rural,Pre-Medical,Top-Tier Government College
94.44,0.494,70.1,Rural,Pre-Engineering,Top-Tier Government College
62.73,0.314,46.8,Rural,Commerce,Standard College
41.84,0.928,61.5,Metro,Arts/Humanities,Standard College
57.38,0.286,50.5,Urban,Arts/Humanities,Standard College
61.3,0.533,39.0,Urban,Arts/Humanities,Standard College
75.43,0.094,40.7,Urban,Computer Science,Mid-Tier College
40.2,0.142,59.6,Rural,Arts/Humanities,Standard College
100.0,0.212,53.6,Rural,Pre-Engineering,Top-Tier Government College
100.0,0.874,75.8,Metro,Pre-Medical,Top-Tier Government College
55.34,0.278,54.0,Urban,Commerce,Mid-Tier College
37.13,0.898,47.9,Metro,Arts/Humanities,Standard College
64.2,0.489,28.2,Urban,Commerce,Mid-Tier College
73.69,0.489,35.5,Metro,Computer Science,Mid-Tier College
88.45,0.227,57.3,Rural,Pre-Engineering,Top-Tier Government College
78.29,0.362,56.4,Urban,Pre-Engineering,Mid-Tier College
63.67,0.265,82.2,Metro,Commerce,Standard College
35.4,0.698,38.3,Urban,Arts/Humanities,Standard College
75.06,0.353,62.9,Urban,Computer Science,Mid-Tier College
80.37,0.948,49.0,Rural,Pre-Engineering,Mid-Tier College
61.92,0.04,10.4,Urban,Commerce,Mid-Tier College
71.27,0.006,28.1,Urban,Commerce,Mid-Tier College
70.13,0.518,55.4,Urban,Computer Science,Mid-Tier College
62.98,0.77,43.5,Urban,Commerce,Standard College
48.37,0.125,37.6,Metro,Arts/Humanities,Mid-Tier College
72.34,0.579,71.8,Metro,Computer Science,Mid-Tier College
44.17,0.873,46.2,Urban,Arts/Humanities,Standard College
89.28,0.711,56.1,Metro,Pre-Medical,Top-Tier Government College
52.48,0.933,65.3,Rural,Commerce,Mid-Tier College
74.73,0.434,41.7,Metro,Commerce,Mid-Tier College
55.16,0.424,63.0,Rural,Arts/Humanities,Mid-Tier College
72.91,0.13,31.3,Metro,Computer Science,Mid-Tier College
63.47,0.221,25.7,Urban,Commerce,Standard College
75.36,0.875,72.0,Metro,Commerce,Mid-Tier College
54.18,0.643,75.7,Metro,Commerce,Standard College
40.74,0.771,64.6,Metro,Arts/Humanities,Standard College
62.33,0.194,35.9,Metro,Commerce,Standard College
61.2,0.298,43.9,Rural,Arts/Humanities,Standard College
42.75,0.061,32.5,Rural,Arts/Humanities,Standard College
55.78,0.498,32.4,Metro,Commerce,Standard College
40.04,0.169,53.0,Metro,Arts/Humanities,Standard College
68.64,0.384,41.4,Rural,Commerce,Top-Tier Government College
60.83,0.595,72.7,Urban,Commerce,Standard College
67.04,0.915,20.3,Metro,Computer Science,Top-Tier Government College
100.0,0.885,40.4,Urban,Pre-Medical,Top-Tier Government College
69.34,0.643,26.9,Urban,Commerce,Mid-Tier College
72.78,0.029,25.2,Urban,Commerce,Mid-Tier College
76.84,0.771,86.5,Urban,Commerce,Top-Tier Government College
64.58,0.503,80.6,Metro,Commerce,Mid-Tier College
57.35,0.366,58.4,Urban,Arts/Humanities,Mid-Tier College
80.85,0.914,60.5,Rural,Pre-Engineering,Mid-Tier College
83.27,0.357,61.9,Metro,Pre-Engineering,Mid-Tier College
33.0,0.814,51.0,Urban,Arts/Humanities,Standard College
64.2,0.803,0.0,Metro,Commerce,Mid-Tier College
61.36,0.389,6.5,Urban,Arts/Humanities,Mid-Tier College
57.76,0.578,61.1,Urban,Commerce,Mid-Tier College
86.66,0.696,0.4,Rural,Computer Science,Top-Tier Government College
58.23,0.33,77.2,Urban,Arts/Humanities,Mid-Tier College
80.6,0.378,65.8,Urban,Computer Science,Mid-Tier College
58.08,0.718,55.9,Rural,Commerce,Mid-Tier College
60.25,0.684,57.1,Rural,Arts/Humanities,Mid-Tier College
78.42,0.736,63.5,Rural,Computer Science,Mid-Tier College
54.95,0.385,38.1,Urban,Commerce,Mid-Tier College
64.17,0.237,85.5,Urban,Arts/Humanities,Standard College
49.1,0.413,44.7,Urban,Arts/Humanities,Standard College
52.59,0.977,31.9,Rural,Commerce,Mid-Tier College
78.31,0.564,85.7,Rural,Pre-Engineering,Top-Tier Government College
76.11,0.689,52.5,Urban,Commerce,Mid-Tier College
48.45,0.287,56.3,Rural,Arts/Humanities,Mid-Tier College
47.81,0.797,73.1,Metro,Arts/Humanities,Mid-Tier College
100.0,0.909,92.5,Urban,Pre-Medical,Top-Tier Government College
56.46,0.873,49.1,Metro,Arts/Humanities,Standard College
52.8,0.361,51.9,Urban,Commerce,Mid-Tier College
74.93,0.218,22.7,Urban,Computer Science,Mid-Tier College
54.32,0.601,50.4,Metro,Arts/Humanities,Standard College
60.89,0.577,82.4,Metro,Arts/Humanities,Standard College
81.01,0.172,34.8,Urban,Pre-Engineering,Mid-Tier College
82.69,0.015,32.1,Urban,Pre-Engineering,Top-Tier Government College
63.57,0.905,16.7,Urban,Commerce,Standard College
88.19,0.82,24.7,Urban,Pre-Medical,Top-Tier Government College
64.42,0.431,24.0,Urban,Arts/Humanities,Mid-Tier College
62.88,0.082,50.0,Metro,Arts/Humanities,Standard College
66.62,0.532,55.4,Metro,Computer Science,Top-Tier Government College
61.81,0.438,10.3,Rural,Commerce,Mid-Tier College
75.14,0.66,58.1,Rural,Commerce,Mid-Tier College
71.24,0.277,75.1,Urban,Computer Science,Mid-Tier College
54.32,0.348,66.4,Metro,Arts/Humanities,Mid-Tier College
69.6,0.647,35.0,Urban,Commerce,Top-Tier Government College
58.05,0.732,65.9,Metro,Arts/Humanities,Mid-Tier College
57.48,0.221,39.8,Urban,Arts/Humanities,Standard College
64.49,0.397,28.0,Urban,Commerce,Standard College
83.01,0.772,22.2,Urban,Computer Science,Mid-Tier College
71.14,0.617,20.6,Rural,Commerce,Top-Tier Government College
87.0,0.15,43.2,Rural,Computer Science,Top-Tier Government College
91.71,0.339,61.5,Metro,Pre-Engineering,Top-Tier Government College
66.17,0.685,14.5,Metro,Commerce,Mid-Tier College
57.04,0.045,10.3,Urban,Commerce,Standard College
54.12,0.931,72.7,Metro,Commerce,Mid-Tier College
71.17,0.752,31.1,Urban,Commerce,Top-Tier Government College
80.57,0.33,93.3,Metro,Computer Science,Top-Tier Government College
92.04,0.086,57.4,Urban,Pre-Engineering,Top-Tier Government College
45.81,0.828,21.8,Rural,Arts/Humanities,Standard College
81.5,0.095,68.0,Urban,Pre-Engineering,Mid-Tier College
83.87,0.6,69.8,Urban,Computer Science,Mid-Tier College
100.0,0.798,16.2,Rural,Pre-Medical,Top-Tier Government College
69.75,0.055,44.7,Metro,Computer Science,Mid-Tier College
66.26,0.845,76.7,Urban,Computer Science,Mid-Tier College
42.48,0.012,19.8,Rural,Arts/Humanities,Standard College
54.34,0.972,58.1,Metro,Arts/Humanities,Standard College
49.13,0.504,56.4,Rural,Arts/Humanities,Standard College
50.64,0.604,88.0,Metro,Commerce,Standard College
52.42,0.861,75.6,Rural,Arts/Humanities,Standard College
42.29,0.987,41.9,Metro,Arts/Humanities,Standard College
65.35,0.167,21.6,Urban,Commerce,Mid-Tier College
73.01,0.07,42.8,Metro,Computer Science,Top-Tier Government College
79.03,0.881,51.6,Urban,Computer Science,Top-Tier Government College
65.33,0.254,49.2,Rural,Commerce,Mid-Tier College
83.77,0.498,41.1,Rural,Computer Science,Mid-Tier College
83.93,0.8,31.0,Rural,Computer Science,Mid-Tier College
42.61,0.816,74.6,Urban,Arts/Humanities,Standard College
62.53,0.545,42.1,Metro,Arts/Humanities,Standard College
46.92,0.993,35.0,Metro,Arts/Humanities,Mid-Tier College
51.25,0.944,53.9,Urban,Commerce,Mid-Tier College
69.86,0.222,52.4,Urban,Computer Science,Mid-Tier College
64.91,0.893,49.4,Urban,Commerce,Mid-Tier College
90.34,0.55,73.3,Metro,Pre-Medical,Top-Tier Government College
99.69,0.181,29.8,Metro,Pre-Engineering,Top-Tier Government College
73.67,0.401,54.9,Urban,Commerce,Mid-Tier College
63.89,0.347,69.8,Metro,Commerce,Standard College
64.63,0.862,40.8,Rural,Commerce,Mid-Tier College
66.79,0.889,52.7,Metro,Computer Science,Mid-Tier College
76.14,0.241,62.6,Urban,Commerce,Mid-Tier College
55.25,0.365,60.1,Urban,Arts/Humanities,Mid-Tier College
76.34,0.028,50.2,Urban,Computer Science,Mid-Tier College
63.11,0.031,25.6,Urban,Commerce,Standard College
83.95,0.306,32.2,Rural,Pre-Engineering,Mid-Tier College
88.83,0.12,50.2,Metro,Pre-Engineering,Top-Tier Government College
94.83,0.868,44.1,Urban,Pre-Medical,Top-Tier Government College
64.55,0.99,43.9,Rural,Arts/Humanities,Standard College
45.46,0.318,39.5,Rural,Arts/Humanities,Mid-Tier College
40.11,0.058,15.8,Rural,Arts/Humanities,Standard College
62.4,0.223,62.0,Urban,Commerce,Standard College
44.41,0.68,29.2,Rural,Arts/Humanities,Standard College
40.75,0.344,80.9,Rural,Arts/Humanities,Standard College
61.46,0.644,100.0,Metro,Commerce,Standard College
51.35,0.353,65.5,Rural,Commerce,Mid-Tier College
78.15,0.356,59.2,Metro,Pre-Engineering,Mid-Tier College
98.14,0.245,37.6,Metro,Pre-Engineering,Top-Tier Government College
63.52,0.854,30.7,Metro,Arts/Humanities,Standard College
72.17,0.326,42.0,Rural,Computer Science,Mid-Tier College
41.93,0.067,69.9,Rural,Arts/Humanities,Standard College
70.08,0.678,50.7,Metro,Computer Science,Mid-Tier College
55.97,0.663,18.1,Metro,Commerce,Standard College
49.61,0.293,65.8,Urban,Arts/Humanities,Standard College
37.42,0.881,40.2,Metro,Arts/Humanities,Standard College
92.81,0.043,66.2,Urban,Pre-Engineering,Top-Tier Government College
41.4,0.978,50.2,Metro,Arts/Humanities,Standard College
47.88,0.529,34.6,Metro,Arts/Humanities,Standard College
67.38,0.067,41.0,Urban,Computer Science,Mid-Tier College
71.86,0.334,64.5,Urban,Commerce,Mid-Tier College
71.93,0.676,38.8,Rural,Commerce,Top-Tier Government College
69.0,0.903,76.3,Urban,Computer Science,Mid-Tier College
52.99,0.559,34.6,Urban,Commerce,Mid-Tier College
79.57,0.854,78.2,Urban,Pre-Engineering,Mid-Tier College
70.38,0.623,24.0,Rural,Computer Science,Top-Tier Government College
44.08,0.27,28.8,Metro,Arts/Humanities,Standard College
92.95,0.016,61.7,Metro,Pre-Engineering,Top-Tier Government College
61.85,0.592,79.5,Metro,Commerce,Mid-Tier College
82.5,0.49,44.2,Rural,Computer Science,Top-Tier Government College
44.06,0.465,65.6,Metro,Arts/Humanities,Standard College
48.31,0.065,31.8,Rural,Arts/Humanities,Mid-Tier College
58.18,0.61,30.2,Urban,Commerce,Standard College
56.3,0.916,50.4,Metro,Arts/Humanities,Standard College
83.58,0.674,92.1,Metro,Computer Science,Mid-Tier College
41.4,0.1,44.7,Urban,Arts/Humanities,Standard College
70.02,0.491,18.5,Rural,Commerce,Mid-Tier College
51.17,0.798,1.4,Metro,Commerce,Mid-Tier College
75.67,0.854,48.2,Urban,Commerce,Mid-Tier College
70.73,0.303,61.7,Metro,Commerce,Mid-Tier College
58.59,0.474,42.6,Rural,Arts/Humanities,Standard College
100.0,0.655,52.9,Urban,Pre-Medical,Top-Tier Government College
66.7,0.255,34.3,Urban,Computer Science,Mid-Tier College
84.97,0.055,74.3,Rural,Computer Science,Top-Tier Government College
46.19,0.838,59.4,Urban,Arts/Humanities,Standard College
65.46,0.285,22.1,Metro,Computer Science,Mid-Tier College
68.87,0.468,37.3,Urban,Computer Science,Mid-Tier College
69.68,0.584,73.3,Rural,Computer Science,Mid-Tier College
61.95,0.012,48.7,Metro,Commerce,Mid-Tier College
54.21,0.979,2.8,Urban,Commerce,Mid-Tier College
33.0,0.198,41.4,Metro,Arts/Humanities,Standard College
58.4,0.742,39.2,Metro,Arts/Humanities,Standard College
52.81,0.86,0.0,Metro,Commerce,Standard College
63.41,0.124,58.1,Rural,Arts/Humanities,Standard College
81.26,0.674,76.3,Rural,Computer Science,Mid-Tier College
100.0,0.423,38.1,Rural,Pre-Engineering,Top-Tier Government College
76.04,0.293,31.2,Urban,Computer Science,Mid-Tier College
83.82,0.369,44.4,Urban,Computer Science,Top-Tier Government College
77.64,0.616,39.3,Rural,Computer Science,Mid-Tier College
79.21,0.748,47.1,Rural,Pre-Engineering,Mid-Tier College
77.04,0.938,58.8,Metro,Commerce,Top-Tier Government College
63.41,0.3,17.3,Urban,Commerce,Standard College
62.43,0.615,41.8,Urban,Commerce,Mid-Tier College
72.94,0.52,85.7,Metro,Computer Science,Mid-Tier College
96.45,0.179,45.6,Urban,Pre-Engineering,Top-Tier Government College
80.21,0.375,50.4,Rural,Computer Science,Mid-Tier College
93.47,0.109,55.0,Metro,Pre-Engineering,Top-Tier Government College
46.99,0.531,32.0,Metro,Arts/Humanities,Standard College
71.99,0.15,20.7,Rural,Computer Science,Mid-Tier College
74.15,0.289,93.2,Rural,Commerce,Top-Tier Government College
76.11,0.617,48.7,Metro,Commerce,Top-Tier Government College
45.8,0.081,28.2,Rural,Arts/Humanities,Mid-Tier College
38.29,0.048,65.6,Metro,Arts/Humanities,Standard College
33.81,0.753,40.2,Rural,Arts/Humanities,Standard College
61.42,0.877,29.7,Metro,Commerce,Standard College
100.0,0.392,38.0,Urban,Pre-Engineering,Top-Tier Government College
71.32,0.535,21.3,Metro,Computer Science,Mid-Tier College
48.46,0.265,28.0,Metro,Arts/Humanities,Standard College
73.28,0.671,65.9,Urban,Computer Science,Top-Tier Government College
63.03,0.103,50.3,Urban,Arts/Humanities,Mid-Tier College
70.6,0.263,42.7,Rural,Computer Science,Mid-Tier College
60.65,0.3,73.9,Rural,Arts/Humanities,Mid-Tier College
47.17,0.266,62.1,Urban,Arts/Humanities,Mid-Tier College
59.39,0.905,40.1,Metro,Arts/Humanities,Standard College
79.34,0.913,18.8,Urban,Pre-Engineering,Top-Tier Government College
72.8,0.572,37.4,Rural,Computer Science,Top-Tier Government College
87.5,0.077,73.3,Urban,Pre-Engineering,Top-Tier Government College
50.84,0.31,29.6,Metro,Commerce,Mid-Tier College
84.78,0.887,90.7,Metro,Pre-Engineering,Mid-Tier College
69.01,0.563,43.8,Metro,Computer Science,Mid-Tier College
71.16,0.93,21.2,Metro,Commerce,Mid-Tier College
88.05,0.321,39.1,Metro,Pre-Engineering,Top-Tier Government College
66.04,0.645,76.6,Rural,Commerce,Top-Tier Government College
72.24,0.177,35.8,Metro,Computer Science,Mid-Tier College
78.43,0.879,57.0,Metro,Pre-Engineering,Top-Tier Government College
78.59,0.967,62.7,Rural,Pre-Engineering,Mid-Tier College
81.28,0.639,37.1,Metro,Pre-Engineering,Mid-Tier College
88.95,0.556,69.0,Metro,Pre-Medical,Top-Tier Government College
76.8,0.928,76.2,Urban,Commerce,Top-Tier Government College
61.31,0.237,63.8,Metro,Commerce,Standard College
100.0,0.877,13.2,Metro,Pre-Medical,Top-Tier Government College
67.92,0.075,54.2,Rural,Computer Science,Mid-Tier College
74.49,0.379,62.8,Urban,Commerce,Mid-Tier College
56.52,0.695,65.9,Rural,Commerce,Standard College
33.57,0.773,84.5,Urban,Arts/Humanities,Standard College
56.06,0.377,54.2,Urban,Arts/Humanities,Mid-Tier College
69.56,0.796,49.3,Rural,Commerce,Mid-Tier College
77.03,0.614,7.8,Rural,Commerce,Mid-Tier College
68.99,0.489,25.2,Metro,Commerce,Mid-Tier College
81.27,0.319,70.7,Rural,Computer Science,Mid-Tier College
84.42,0.625,25.6,Urban,Computer Science,Mid-Tier College
84.37,0.991,43.6,Metro,Pre-Engineering,Mid-Tier College
68.65,0.749,14.9,Urban,Computer Science,Mid-Tier College
69.92,0.081,42.6,Urban,Computer Science,Mid-Tier College
65.17,0.155,24.1,Urban,Commerce,Top-Tier Government College
54.63,0.959,57.6,Urban,Arts/Humanities,Standard College
91.44,0.281,46.7,Rural,Pre-Engineering,Top-Tier Government College
48.75,0.968,55.1,Rural,Arts/Humanities,Mid-Tier College
67.48,0.216,17.8,Metro,Commerce,Mid-Tier College
72.26,0.217,44.2,Urban,Commerce,Mid-Tier College
34.41,0.972,65.0,Metro,Arts/Humanities,Standard College
80.53,0.673,0.0,Urban,Pre-Engineering,Mid-Tier College
63.04,0.898,35.9,Rural,Commerce,Standard College
72.23,0.948,46.2,Rural,Commerce,Mid-Tier College
63.35,0.068,64.3,Rural,Commerce,Standard College
44.1,0.198,59.9,Metro,Arts/Humanities,Standard College
71.8,0.14,60.5,Urban,Computer Science,Mid-Tier College
70.35,0.297,54.8,Urban,Computer Science,Mid-Tier College
84.62,0.182,63.6,Metro,Computer Science,Mid-Tier College
76.26,0.257,45.0,Urban,Computer Science,Mid-Tier College
41.74,0.336,45.9,Urban,Arts/Humanities,Standard College
86.29,0.151,24.9,Metro,Pre-Engineering,Top-Tier Government College
81.41,0.338,44.0,Urban,Pre-Engineering,Mid-Tier College
80.93,0.791,43.1,Metro,Pre-Engineering,Mid-Tier College
76.45,0.697,78.9,Metro,Commerce,Top-Tier Government College
57.4,0.077,26.1,Urban,Commerce,Mid-Tier College
77.21,0.279,53.5,Metro,Commerce,Mid-Tier College
62.86,0.376,42.6,Urban,Arts/Humanities,Standard College
100.0,0.938,49.3,Urban,Pre-Medical,Top-Tier Government College
64.9,0.475,69.8,Urban,Commerce,Standard College
50.94,0.519,47.1,Urban,Arts/Humanities,Mid-Tier College
63.24,0.218,30.1,Rural,Commerce,Standard College
91.73,0.043,50.6,Rural,Pre-Engineering,Top-Tier Government College
59.57,0.462,67.8,Metro,Commerce,Mid-Tier College
33.0,0.421,54.9,Rural,Arts/Humanities,Standard College
92.19,0.861,62.6,Rural,Pre-Medical,Top-Tier Government College
73.93,0.711,21.6,Urban,Commerce,Mid-Tier College
60.76,0.475,67.3,Urban,Arts/Humanities,Standard College
80.13,0.033,39.2,Rural,Pre-Engineering,Mid-Tier College
53.93,0.87,24.9,Metro,Arts/Humanities,Standard College
49.92,0.223,55.2,Rural,Arts/Humanities,Mid-Tier College
83.93,0.462,20.4,Rural,Computer Science,Mid-Tier College
60.44,0.532,54.3,Metro,Commerce,Standard College
77.19,0.55,80.5,Urban,Computer Science,Top-Tier Government College
68.89,0.607,37.9,Metro,Commerce,Mid-Tier College
82.03,0.867,31.3,Urban,Pre-Engineering,Mid-Tier College
70.43,0.222,71.1,Metro,Computer Science,Mid-Tier College
35.91,0.971,61.9,Rural,Arts/Humanities,Standard College
79.59,0.436,66.2,Urban,Computer Science,Top-Tier Government College
61.1,0.857,11.0,Metro,Commerce,Mid-Tier College
82.81,0.712,32.3,Metro,Computer Science,Mid-Tier College
70.49,0.672,85.9,Metro,Commerce,Mid-Tier College
91.47,0.193,32.6,Metro,Pre-Engineering,Top-Tier Government College
63.66,0.868,39.9,Rural,Arts/Humanities,Mid-Tier College
35.77,0.096,51.4,Metro,Arts/Humanities,Standard College
63.55,0.314,53.3,Urban,Arts/Humanities,Mid-Tier College
76.91,0.11,45.3,Rural,Computer Science,Mid-Tier College
63.2,0.285,0.0,Urban,Arts/Humanities,Standard College
61.19,0.848,59.9,Metro,Arts/Humanities,Mid-Tier College
92.26,0.853,25.8,Urban,Pre-Medical,Top-Tier Government College
66.24,0.826,68.1,Urban,Commerce,Mid-Tier College
85.52,0.162,73.8,Urban,Computer Science,Top-Tier Government College
71.04,0.521,27.1,Rural,Computer Science,Mid-Tier College
45.52,0.653,51.7,Metro,Arts/Humanities,Standard College
53.61,0.945,81.5,Urban,Commerce,Mid-Tier College
63.64,0.452,83.2,Metro,Arts/Humanities,Mid-Tier College
73.58,0.6,68.3,Urban,Commerce,Mid-Tier College
55.68,0.357,39.0,Metro,Commerce,Standard College
46.02,0.835,57.5,Metro,Arts/Humanities,Standard College
52.41,0.882,30.5,Rural,Commerce,Standard College
60.29,0.945,79.3,Rural,Arts/Humanities,Standard College
54.48,0.934,56.5,Urban,Commerce,Standard College
59.3,0.081,77.2,Urban,Commerce,Mid-Tier College
98.43,0.733,0.0,Urban,Pre-Medical,Top-Tier Government College
73.11,0.456,38.1,Metro,Computer Science,Mid-Tier College
55.54,0.918,38.9,Metro,Commerce,Standard College
68.46,0.42,41.3,Metro,Computer Science,Top-Tier Government College
93.87,0.099,24.3,Urban,Pre-Engineering,Top-Tier Government College
78.97,0.55,58.4,Rural,Pre-Engineering,Mid-Tier College
66.99,0.083,31.8,Rural,Computer Science,Mid-Tier College
46.91,0.286,86.4,Metro,Arts/Humanities,Mid-Tier College
41.41,0.986,41.8,Metro,Arts/Humanities,Standard College
63.13,0.989,39.9,Urban,Commerce,Standard College
66.89,0.707,35.0,Urban,Computer Science,Mid-Tier College
42.59,0.474,60.9,Metro,Arts/Humanities,Standard College
47.18,0.006,56.0,Rural,Arts/Humanities,Mid-Tier College
67.91,0.33,30.0,Metro,Commerce,Top-Tier Government College
33.08,0.285,0.0,Rural,Arts/Humanities,Standard College
40.98,0.556,42.1,Urban,Arts/Humanities,Standard College
67.73,0.539,32.5,Urban,Commerce,Mid-Tier College
77.54,0.697,49.3,Rural,Commerce,Top-Tier Government College
73.66,0.694,31.7,Metro,Commerce,Mid-Tier College
84.54,0.611,55.3,Metro,Computer Science,Mid-Tier College
93.81,0.651,26.3,Urban,Pre-Medical,Top-Tier Government College
82.93,0.119,54.4,Metro,Pre-Engineering,Mid-Tier College
64.32,0.056,44.6,Rural,Commerce,Standard College
100.0,0.313,68.3,Urban,Pre-Engineering,Top-Tier Government College
95.55,0.652,46.4,Metro,Pre-Medical,Top-Tier Government College
83.65,0.037,61.8,Metro,Computer Science,Mid-Tier College
55.63,0.67,43.3,Rural,Commerce,Mid-Tier College
75.07,0.755,45.2,Metro,Computer Science,Top-Tier Government College
35.14,0.831,35.5,Urban,Arts/Humanities,Standard College
63.34,0.58,23.4,Rural,Commerce,Standard College
33.0,0.502,53.0,Metro,Arts/Humanities,Standard College
61.95,0.369,48.8,Rural,Commerce,Standard College
85.11,0.813,80.7,Urban,Pre-Engineering,Top-Tier Government College
69.0,0.853,58.6,Metro,Commerce,Mid-Tier College
94.58,0.537,86.4,Urban,Pre-Medical,Top-Tier Government College
68.72,0.797,88.1,Metro,Commerce,Mid-Tier College
70.37,0.463,54.8,Metro,Computer Science,Mid-Tier College
63.92,0.806,29.3,Rural,Commerce,Mid-Tier College
77.29,0.803,45.1,Urban,Commerce,Top-Tier Government College
68.25,0.9,70.0,Metro,Commerce,Top-Tier Government College
88.03,0.573,48.6,Rural,Pre-Medical,Top-Tier Government College
94.63,0.935,71.6,Urban,Pre-Medical,Top-Tier Government College
74.8,0.919,42.5,Rural,Computer Science,Mid-Tier College
50.84,0.311,51.8,Urban,Arts/Humanities,Standard College
77.81,0.185,68.3,Urban,Computer Science,Mid-Tier College
90.56,0.709,63.0,Urban,Pre-Medical,Top-Tier Government College
79.3,0.402,56.6,Rural,Pre-Engineering,Top-Tier Government College
73.57,0.878,54.9,Urban,Computer Science,Mid-Tier College
83.96,0.01,61.5,Metro,Computer Science,Top-Tier Government College
90.01,0.181,48.4,Metro,Pre-Engineering,Top-Tier Government College
33.0,0.143,69.9,Urban,Arts/Humanities,Standard College
93.24,0.07,38.4,Rural,Pre-Engineering,Top-Tier Government College
