intermediate_percentage,entry_test_score,field,city_tier,suggested_program,university_tier
52.35,61.09,Pre-Engineering,Urban,Engineering,Private University
34.8,36.97,Commerce,Urban,Business Administration,Private University
35.22,54.55,Arts/Humanities,Urban,Computer Science,Private University
54.84,48.29,Commerce,Rural,Engineering,Private University
57.03,37.74,Computer Science,Urban,Engineering,Private University
73.74,64.12,Commerce,Urban,Engineering,Mid-Tier Public University
61.13,61.89,Commerce,Metro,Computer Science,Private University
87.32,93.91,Commerce,Metro,Business Administration,Top Public University
38.6,30.45,Pre-Engineering,Rural,Business Administration,Private University
45.12,58.3,Pre-Engineering,Metro,Business Administration,Private University
69.74,51.15,Commerce,Metro,Business Administration,Private University
61.89,64.24,Computer Science,Urban,Social Sciences,Private University
51.15,38.55,Pre-Engineering,Metro,Engineering,Private University
77.52,72.11,Arts/Humanities,Rural,Social Sciences,Private University
82.3,75.04,Commerce,Urban,Business Administration,Mid-Tier Public University
85.63,98.29,Pre-Engineering,Rural,Engineering,Top Public University
59.99,78.77,Commerce,Rural,Engineering,Mid-Tier Public University
65.86,39.15,Computer Science,Rural,Computer Science,Private University
69.39,64.69,Pre-Medical,Metro,Business Administration,Private University
66.83,70.3,Pre-Medical,Urban,Business Administration,Top Public University
81.27,70.21,Arts/Humanities,Urban,Social Sciences,Top Public University
58.6,56.56,Computer Science,Metro,Engineering,Private University
71.52,70.16,Pre-Engineering,Metro,Engineering,Top Public University
33.0,42.09,Computer Science,Metro,Computer Science,Private University
77.29,67.57,Commerce,Urban,Business Administration,Top Public University
90.56,99.73,Commerce,Metro,Business Administration,Top Public University
65.57,62.96,Computer Science,Metro,Engineering,Mid-Tier Public University
81.53,82.05,Commerce,Rural,Business Administration,Mid-Tier Public University
41.04,33.16,Pre-Engineering,Urban,Computer Science,Private University
60.97,59.54,Commerce,Urban,Business Administration,Mid-Tier Public University
42.84,43.89,Computer Science,Metro,Computer Science,Mid-Tier Public University
70.75,100.0,Computer Science,Rural,Computer Science,Top Public University
73.81,85.57,Commerce,Urban,Computer Science,Mid-Tier Public University
45.41,50.34,Commerce,Metro,Business Administration,Private University
53.27,55.07,Computer Science,Metro,Business Administration,Mid-Tier Public University
57.19,48.2,Commerce,Rural,Computer Science,Private University
100.0,100.0,Commerce,Metro,Business Administration,Mid-Tier Public University
64.88,51.04,Computer Science,Metro,Engineering,Private University
67.78,59.24,Arts/Humanities,Metro,Business Administration,Private University
71.39,81.96,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
70.44,63.64,Commerce,Rural,Social Sciences,Top Public University
62.39,51.21,Arts/Humanities,Urban,Computer Science,Private University
46.01,78.74,Commerce,Urban,Medicine (MBBS),Private University
55.79,43.9,Commerce,Rural,Social Sciences,Private University
90.49,86.5,Commerce,Urban,Business Administration,Private University
69.82,53.95,Arts/Humanities,Urban,Computer Science,Private University
60.39,62.44,Commerce,Metro,Medicine (MBBS),Mid-Tier Public University
45.68,58.38,Arts/Humanities,Urban,Social Sciences,Private University
65.14,96.57,Computer Science,Rural,Business Administration,Mid-Tier Public University
66.45,82.45,Arts/Humanities,Rural,Medicine (MBBS),Private University
56.19,63.4,Commerce,Urban,Computer Science,Private University
79.36,79.75,Commerce,Metro,Business Administration,Top Public University
57.15,71.84,Computer Science,Urban,Business Administration,Private University
63.45,63.37,Computer Science,Urban,Business Administration,Mid-Tier Public University
78.62,86.81,Commerce,Rural,Business Administration,Top Public University
69.34,53.37,Commerce,Urban,Social Sciences,Mid-Tier Public University
82.82,90.5,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
62.54,47.24,Commerce,Rural,Computer Science,Private University
59.49,56.31,Arts/Humanities,Metro,Engineering,Private University
73.0,52.34,Pre-Engineering,Rural,Social Sciences,Private University
69.2,55.05,Pre-Engineering,Metro,Engineering,Private University
83.77,100.0,Computer Science,Metro,Computer Science,Top Public University
72.08,76.39,Computer Science,Metro,Computer Science,Top Public University
65.6,54.62,Computer Science,Urban,Business Administration,Private University
72.73,88.11,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
75.82,51.92,Computer Science,Rural,Computer Science,Mid-Tier Public University
49.18,48.81,Pre-Engineering,Rural,Engineering,Private University
63.85,49.25,Arts/Humanities,Urban,Social Sciences,Private University
60.98,68.64,Arts/Humanities,Metro,Medicine (MBBS),Top Public University
84.0,94.9,Commerce,Metro,Business Administration,Top Public University
58.72,55.53,Computer Science,Rural,Medicine (MBBS),Private University
81.95,77.78,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
47.03,39.42,Computer Science,Rural,Computer Science,Mid-Tier Public University
65.17,77.79,Pre-Engineering,Urban,Computer Science,Mid-Tier Public University
82.01,85.41,Computer Science,Urban,Computer Science,Top Public University
62.09,86.23,Commerce,Metro,Engineering,Top Public University
83.29,87.81,Computer Science,Urban,Computer Science,Top Public University
35.59,38.3,Pre-Medical,Metro,Social Sciences,Private University
66.41,54.9,Computer Science,Rural,Social Sciences,Private University
68.42,56.47,Arts/Humanities,Metro,Computer Science,Mid-Tier Public University
64.12,73.04,Arts/Humanities,Metro,Business Administration,Top Public University
43.37,40.5,Commerce,Rural,Engineering,Private University
75.99,89.17,Pre-Medical,Rural,Medicine (MBBS),Top Public University
33.0,41.1,Pre-Medical,Rural,Business Administration,Private University
80.23,73.93,Commerce,Metro,Business Administration,Mid-Tier Public University
70.38,66.17,Computer Science,Rural,Computer Science,Top Public University
80.81,94.51,Arts/Humanities,Urban,Social Sciences,Top Public University
62.19,73.94,Computer Science,Metro,Business Administration,Mid-Tier Public University
49.34,60.85,Pre-Medical,Urban,Engineering,Mid-Tier Public University
58.26,48.79,Arts/Humanities,Urban,Computer Science,Private University
59.04,62.34,Pre-Engineering,Metro,Computer Science,Mid-Tier Public University
74.98,66.56,Commerce,Metro,Medicine (MBBS),Private University
61.33,90.0,Computer Science,Rural,Computer Science,Mid-Tier Public University
72.23,69.59,Commerce,Urban,Engineering,Top Public University
73.28,74.41,Computer Science,Urban,Computer Science,Private University
87.34,85.19,Pre-Medical,Metro,Medicine (MBBS),Top Public University
36.22,26.96,Commerce,Urban,Engineering,Private University
59.99,67.59,Pre-Engineering,Urban,Computer Science,Private University
76.39,70.63,Arts/Humanities,Urban,Social Sciences,Top Public University
76.43,78.7,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
57.71,64.9,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
62.16,63.57,Computer Science,Rural,Business Administration,Mid-Tier Public University
64.74,61.21,Commerce,Urban,Engineering,Private University
68.13,77.15,Arts/Humanities,Rural,Computer Science,Private University
57.74,58.88,Computer Science,Metro,Computer Science,Mid-Tier Public University
56.55,42.72,Pre-Engineering,Metro,Computer Science,Private University
49.44,22.93,Computer Science,Rural,Engineering,Private University
60.52,45.91,Arts/Humanities,Metro,Engineering,Mid-Tier Public University
87.03,88.06,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
52.02,67.09,Commerce,Metro,Computer Science,Private University
80.7,72.46,Arts/Humanities,Metro,Social Sciences,Top Public University
95.35,96.37,Pre-Medical,Metro,Medicine (MBBS),Top Public University
69.35,55.84,Pre-Engineering,Urban,Medicine (MBBS),Mid-Tier Public University
100.0,100.0,Commerce,Metro,Business Administration,Top Public University
64.26,84.89,Pre-Engineering,Metro,Business Administration,Top Public University
91.38,80.16,Pre-Engineering,Rural,Engineering,Top Public University
65.71,65.57,Commerce,Urban,Social Sciences,Mid-Tier Public University
48.27,72.8,Arts/Humanities,Urban,Social Sciences,Private University
71.67,65.76,Computer Science,Metro,Business Administration,Mid-Tier Public University
94.76,84.28,Commerce,Urban,Business Administration,Top Public University
57.68,57.53,Arts/Humanities,Urban,Engineering,Private University
73.72,77.52,Commerce,Urban,Business Administration,Mid-Tier Public University
51.61,48.65,Commerce,Urban,Engineering,Private University
53.3,52.59,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
73.4,86.68,Computer Science,Rural,Social Sciences,Private University
63.83,52.72,Computer Science,Metro,Business Administration,Mid-Tier Public University
75.08,88.85,Computer Science,Metro,Computer Science,Top Public University
85.7,78.28,Arts/Humanities,Metro,Social Sciences,Private University
48.96,60.25,Arts/Humanities,Rural,Computer Science,Mid-Tier Public University
56.35,71.4,Arts/Humanities,Urban,Business Administration,Top Public University
67.34,68.61,Arts/Humanities,Metro,Social Sciences,Top Public University
100.0,94.42,Commerce,Rural,Business Administration,Mid-Tier Public University
61.85,48.32,Commerce,Metro,Business Administration,Private University
59.51,42.69,Arts/Humanities,Urban,Business Administration,Private University
73.33,81.68,Commerce,Metro,Engineering,Mid-Tier Public University
98.41,77.63,Computer Science,Urban,Computer Science,Top Public University
58.13,57.72,Computer Science,Rural,Engineering,Private University
62.3,57.07,Commerce,Rural,Engineering,Private University
67.54,79.05,Pre-Engineering,Metro,Social Sciences,Top Public University
78.28,71.43,Commerce,Metro,Business Administration,Mid-Tier Public University
99.68,100.0,Arts/Humanities,Metro,Social Sciences,Top Public University
48.3,46.33,Arts/Humanities,Urban,Computer Science,Mid-Tier Public University
42.1,66.65,Pre-Medical,Metro,Computer Science,Private University
69.41,64.87,Computer Science,Urban,Social Sciences,Private University
75.11,70.04,Pre-Medical,Metro,Medicine (MBBS),Mid-Tier Public University
33.66,21.46,Computer Science,Metro,Social Sciences,Private University
57.95,71.92,Commerce,Metro,Medicine (MBBS),Private University
81.58,76.17,Commerce,Metro,Business Administration,Private University
59.32,70.85,Pre-Engineering,Rural,Business Administration,Top Public University
74.49,69.33,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
69.87,53.13,Pre-Engineering,Urban,Computer Science,Private University
77.05,93.4,Commerce,Urban,Business Administration,Top Public University
73.81,87.88,Commerce,Urban,Medicine (MBBS),Top Public University
71.25,66.33,Computer Science,Urban,Social Sciences,Top Public University
86.04,97.11,Commerce,Metro,Business Administration,Top Public University
58.96,35.99,Pre-Medical,Metro,Computer Science,Mid-Tier Public University
69.26,78.17,Computer Science,Urban,Computer Science,Top Public University
84.36,80.42,Pre-Medical,Metro,Medicine (MBBS),Top Public University
59.05,62.02,Commerce,Metro,Computer Science,Private University
61.91,58.73,Computer Science,Urban,Computer Science,Private University
56.2,58.04,Commerce,Urban,Social Sciences,Mid-Tier Public University
53.42,50.52,Computer Science,Urban,Business Administration,Mid-Tier Public University
97.86,91.66,Pre-Engineering,Urban,Engineering,Top Public University
74.59,72.98,Commerce,Rural,Computer Science,Mid-Tier Public University
95.7,97.94,Arts/Humanities,Urban,Social Sciences,Top Public University
78.55,88.78,Arts/Humanities,Metro,Social Sciences,Top Public University
68.73,71.07,Commerce,Urban,Computer Science,Private University
63.36,55.69,Commerce,Metro,Computer Science,Private University
71.55,69.25,Pre-Medical,Rural,Engineering,Private University
66.93,62.67,Commerce,Rural,Social Sciences,Mid-Tier Public University
81.26,100.0,Pre-Medical,Urban,Medicine (MBBS),Top Public University
54.51,39.34,Commerce,Urban,Engineering,Private University
70.12,72.25,Commerce,Urban,Social Sciences,Mid-Tier Public University
74.53,60.75,Pre-Engineering,Urban,Business Administration,Top Public University
64.13,70.31,Computer Science,Metro,Engineering,Private University
64.1,57.14,Commerce,Urban,Social Sciences,Private University
75.83,75.9,Computer Science,Rural,Computer Science,Top Public University
75.98,68.72,Commerce,Metro,Business Administration,Mid-Tier Public University
66.03,76.03,Arts/Humanities,Urban,Business Administration,Private University
67.37,81.87,Computer Science,Metro,Engineering,Mid-Tier Public University
59.23,66.45,Commerce,Rural,Computer Science,Mid-Tier Public University
75.89,85.77,Computer Science,Urban,Computer Science,Mid-Tier Public University
65.74,70.3,Commerce,Rural,Business Administration,Top Public University
44.04,10.0,Pre-Medical,Rural,Computer Science,Private University
62.84,49.97,Commerce,Metro,Engineering,Private University
76.67,79.88,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
71.65,66.14,Pre-Engineering,Rural,Social Sciences,Mid-Tier Public University
54.1,36.24,Pre-Engineering,Metro,Computer Science,Mid-Tier Public University
78.37,53.84,Commerce,Rural,Business Administration,Mid-Tier Public University
76.39,67.37,Computer Science,Rural,Computer Science,Mid-Tier Public University
76.41,95.4,Pre-Engineering,Urban,Engineering,Mid-Tier Public University
90.11,78.91,Arts/Humanities,Rural,Social Sciences,Top Public University
62.25,75.94,Commerce,Urban,Engineering,Private University
76.22,66.6,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
63.31,72.51,Commerce,Urban,Social Sciences,Private University
